customer_id,age,tenure_months,visits_30d,monthly_spend,plan,region,support_tickets_90d,noise_a,treatment,reactivated_90d
C0000051,71,3,6,44.16,basic,south,2,1.3962089288040886,1,0
C0000052,39,64,5,69.72,premium,north,1,-0.17044877218892668,1,0
C0000053,32,21,3,10.68,plus,east,2,2.387524797295566,1,0
C0000054,51,11,4,24.68,plus,north,1,-1.347334127332145,0,0
C0000055,73,71,4,59.02,basic,south,1,-0.9940777739924145,1,0
C0000056,72,19,7,37.43,basic,north,1,-0.3452073898727466,1,0
C0000057,72,10,3,76.27,plus,south,2,0.05276072439081555,0,0
C0000058,37,70,2,67.33,basic,north,1,-0.20934122080536907,0,0
C0000059,19,48,4,129.12,premium,west,0,1.6915092188605387,0,1
C0000060,66,69,6,85.99,basic,east,3,0.01819867167886414,0,0
C0000061,61,67,5,45.31,basic,west,1,0.8297351301666556,1,0
C0000062,65,11,5,34.04,basic,east,0,-0.556074882443045,1,0
C0000063,18,64,3,81.18,plus,west,1,2.126052062084349,0,0
C0000064,20,4,3,262.38,basic,north,1,-0.4868932563342287,0,0
C0000065,49,46,8,193.32,plus,south,0,0.1801237759471288,1,0
C0000066,38,71,6,18.55,premium,north,1,0.5916167236165749,1,0
C0000067,45,34,6,52.46,plus,north,0,1.1065168786370285,1,0
C0000068,75,37,4,23.82,basic,east,0,-0.8272897138289478,0,0
C0000069,30,53,2,46.62,basic,west,1,0.850733858031176,0,0
C0000070,50,61,2,48.12,basic,south,1,-0.5355073984399967,0,0
C0000071,38,63,2,70.28,premium,east,1,-2.106796865181488,0,0
C0000072,36,27,1,104.75,plus,south,0,-0.7886238996441365,0,0
C0000073,67,28,3,111.98,basic,west,0,0.30161272002197786,0,0
C0000074,27,68,1,69.57,premium,west,1,-0.052147959284097434,0,1
C0000075,37,40,4,73.39,basic,south,0,0.213040940132231,0,0
C0000076,25,43,5,46.29,plus,south,0,0.09008352444416157,1,0
C0000077,27,38,1,28.27,basic,east,1,-1.583509054151227,0,0
C0000078,35,54,6,11.44,basic,east,1,-1.2612844453284402,1,0
C0000079,61,1,4,34.76,plus,east,1,0.8206032363421117,0,0
C0000080,53,62,2,75.55,plus,north,2,-1.1053521244035496,0,0
C0000081,45,62,1,56.08,basic,south,1,-0.9710742352959628,0,0
C0000082,28,7,3,51.73,basic,west,1,1.1432066847394367,0,0
C0000083,67,60,4,18.93,basic,south,4,-0.14502878563749955,0,0
C0000084,67,59,6,30.7,basic,south,3,-0.2814350288785286,1,1
C0000085,32,63,2,52.45,basic,north,0,-0.06327197613095985,0,0
C0000086,21,1,5,77.4,premium,north,0,-0.15616987493013565,0,0
C0000087,37,13,6,11.93,premium,south,3,0.4810309111910032,1,0
C0000088,27,71,1,140.67,basic,east,0,0.19095838762761164,0,0
C0000089,67,17,2,54.06,basic,north,1,-1.2500962130527624,0,0
C0000090,50,39,5,90.99,plus,west,1,0.38446111549118145,1,0
C0000091,49,36,10,44.02,premium,east,1,-0.061017502368075106,1,1
C0000092,36,19,3,130.06,plus,north,0,0.41614517078831836,0,0
C0000093,49,22,3,155.89,plus,south,1,-0.7818183769256922,0,0
C0000094,77,7,5,67.25,premium,south,0,-0.695501234959444,1,1
C0000095,32,12,6,61.1,plus,east,2,0.044175791011792684,1,1
C0000096,65,66,7,145.13,basic,south,5,-0.024015976732771158,1,1
C0000097,18,1,4,90.19,basic,west,1,0.3352722880106774,0,0
C0000098,37,54,6,28.82,plus,south,3,1.490041232551164,1,1
C0000099,75,13,3,72.46,plus,north,0,0.4902579147095357,0,0
C0000100,72,17,2,20.93,basic,east,1,0.6866147812775901,0,0
C0000101,23,13,3,53.57,basic,south,1,0.8599972848018981,0,0
C0000102,70,16,4,40.56,basic,west,2,-2.0215246620162106,0,0
C0000103,70,36,7,12.55,basic,west,1,0.025737335329626007,1,0
C0000104,46,28,3,20.5,basic,east,2,-1.5631173934732077,0,0
C0000105,40,64,5,31.12,basic,east,1,1.356620103736259,1,0
C0000106,78,40,4,46.89,plus,west,0,-0.4182371523824472,0,0
C0000107,76,4,5,9.03,plus,west,1,0.836926810455201,1,0
C0000108,59,63,3,11.36,plus,east,1,0.288931851354013,0,0
C0000109,42,4,5,68.19,basic,east,1,1.0473658629709248,1,0
C0000110,31,30,2,102.43,basic,east,0,0.46547062995058663,0,0
C0000111,76,70,3,37.33,basic,east,3,0.20814458230780808,1,0
C0000112,34,71,5,59.74,basic,south,2,-1.1208104729694033,1,0
C0000113,52,1,1,87.24,basic,south,2,0.7677946546937762,0,0
C0000114,59,25,5,58.2,basic,south,1,-1.398569678613875,1,0
C0000115,32,14,3,77.71,plus,north,1,-0.5853857743606149,0,0
C0000116,37,48,3,16.57,basic,north,1,0.5119112627374605,0,0
C0000117,63,53,1,128.65,plus,west,0,0.18584237423306668,1,0
C0000118,30,69,1,60.38,plus,north,0,1.4952303787055843,0,0
C0000119,59,43,3,96.2,premium,east,0,0.8845105244243101,0,1
C0000120,76,5,4,15.15,plus,east,1,1.196502504144499,0,0
C0000121,60,30,4,11.16,plus,west,2,-1.1037894679683817,0,0
C0000122,58,69,2,62.99,plus,east,0,0.4628582115603681,0,0
C0000123,46,68,3,82.31,basic,west,1,-0.46977895795373126,0,0
C0000124,78,46,2,5.49,plus,north,2,-0.760280883450364,0,0
C0000125,31,8,1,39.07,plus,south,2,-0.5695205395235602,0,0
C0000126,40,64,2,80.75,plus,south,3,-1.6978200263002707,0,0
C0000127,57,42,4,14.2,basic,west,0,-0.020779839193059285,0,0
C0000128,58,50,6,49.64,premium,south,1,0.4524535339620546,1,1
C0000129,24,60,4,88.88,premium,west,1,1.621338691203802,0,1
C0000130,28,27,6,71.17,premium,north,4,-0.3869286488353271,1,0
C0000131,60,64,4,149.21,premium,south,0,-0.29641583747005734,0,1
C0000132,70,49,2,53.41,basic,east,1,-0.8187623448172565,0,0
C0000133,57,7,2,80.46,basic,east,0,1.302343005112788,0,0
C0000134,75,59,4,86.41,plus,east,1,-0.41010930528013223,0,0
C0000135,41,41,5,36.47,basic,east,0,-1.2204948956250772,1,0
C0000136,38,41,4,60.88,basic,east,2,-0.7198843920641764,0,0
C0000137,67,18,6,30.21,plus,north,1,0.9158459777235033,1,0
C0000138,20,61,6,30.94,basic,west,1,0.4539866141130216,0,0
C0000139,30,26,2,110.08,plus,west,0,-1.3548556178075342,0,0
C0000140,29,26,2,71.12,plus,east,0,1.0266323265173551,1,0
C0000141,42,9,6,60.69,basic,north,2,1.8454398804514642,1,1
C0000142,27,70,11,69.52,plus,east,0,-0.6410746441569775,1,0
C0000143,67,7,2,129.17,premium,north,1,1.0584908961456003,0,1
C0000144,70,48,2,9.22,plus,west,0,-0.04101655732274838,0,0
C0000145,41,70,2,29.92,premium,east,2,-0.6031590868418221,0,1
C0000146,19,64,7,82.39,basic,south,0,0.10378996335859568,1,1
C0000147,62,25,5,29.17,basic,east,0,-0.9527600351901176,1,0
C0000148,24,17,5,18.54,basic,south,2,0.2098155713115877,1,0
C0000149,55,34,3,24.87,basic,east,3,-0.2362698965484788,0,0
C0000150,28,52,5,12.85,basic,north,1,-0.32916767347530984,1,1
C0000151,76,49,7,39.66,basic,south,1,-0.20078288503581393,1,1
C0000152,60,13,3,46.89,basic,south,0,-0.6380840317971889,0,0
C0000153,79,65,2,25.61,basic,west,1,-1.5601241297959327,0,0
C0000154,56,11,4,82.2,basic,east,0,1.8832542272887625,0,0
C0000155,62,60,6,62.11,basic,east,1,0.45240339125671264,1,0
C0000156,41,20,2,39.8,plus,west,0,0.16392286546810186,0,0
C0000157,68,44,4,45.87,basic,north,0,0.3846289503657858,0,0
C0000158,25,45,2,41.58,basic,west,1,-0.2700069891463009,0,0
C0000159,27,68,6,63.63,basic,east,0,-0.021158167481989874,1,0
C0000160,40,32,6,46.4,basic,west,0,-0.42038891389302624,1,0
C0000161,62,19,5,43.21,basic,west,2,1.70863127100196,1,0
C0000162,48,50,3,89.25,basic,west,0,-0.3583915722848267,0,0
C0000163,70,59,3,25.55,premium,west,1,-0.6918678351846954,0,0
C0000164,76,32,6,38.23,plus,east,0,2.285013070859426,1,0
C0000165,42,6,2,89.6,plus,west,1,-2.292022920639995,0,0
C0000166,44,54,5,85.56,plus,west,1,2.2002370361079167,1,0
C0000167,52,53,2,147.06,plus,south,1,-0.4719434414328524,0,0
C0000168,58,4,6,51.13,premium,east,0,-1.205682038493259,1,1
C0000169,47,54,4,222.56,plus,north,0,-1.5253659329194293,0,0
C0000170,55,49,3,60.65,basic,east,1,-0.43403158758673777,0,0
C0000171,77,50,2,3.46,basic,west,1,1.0764276594627702,0,0
C0000172,63,18,5,137.54,plus,north,0,-0.8494838362840521,1,0
C0000173,37,47,3,31.25,plus,east,1,-0.12276807431944985,0,0
C0000174,44,47,3,7.55,basic,west,3,0.12943711794851134,0,0
C0000175,42,70,7,110.22,basic,west,0,-0.5848707739673366,1,1
C0000176,27,4,8,62.71,plus,west,3,-0.46553558513376436,1,0
C0000177,18,14,3,112.4,plus,east,2,-0.4466583189812078,1,0
C0000178,67,2,3,31.4,premium,east,1,-0.727034063656181,0,1
C0000179,44,36,8,50.71,basic,north,0,-1.4164803146735956,1,0
C0000180,39,56,6,43.13,plus,west,1,2.1608626053113738,1,1
C0000181,57,22,7,103.47,basic,east,0,-0.3605665422122825,1,0
C0000182,52,37,5,14.75,basic,east,0,0.16054350827165417,1,0
C0000183,75,34,6,16.63,plus,east,0,-0.8887892143885432,1,1
C0000184,56,28,4,136.34,plus,south,0,-0.508605987701301,1,0
C0000185,75,55,3,23.07,basic,west,1,-1.455264459183103,0,0
C0000186,53,46,4,56.07,plus,west,0,-1.9050518134648773,0,0
C0000187,38,57,2,67.17,basic,east,0,-1.4760712924146684,0,0
C0000188,38,16,7,40.96,basic,south,0,-0.850394669307226,1,1
C0000189,79,33,7,81.01,basic,east,1,1.132150136012043,1,1
C0000190,54,14,2,44.11,premium,south,1,0.9195731916096171,0,0
C0000191,29,7,1,131.96,basic,west,1,0.5511624286505924,0,0
C0000192,69,1,5,24.02,premium,east,0,-0.8751561119057469,1,0
C0000193,69,14,2,34.38,plus,west,1,-0.22043006629770776,0,0
C0000194,18,6,2,46.41,basic,east,4,1.954231399976418,0,0
C0000195,27,45,2,6.5,premium,south,2,-1.0532433040231557,0,1
C0000196,60,17,2,27.78,plus,west,3,1.037422780914048,0,0
C0000197,43,47,6,62.02,basic,north,0,-1.4614195583830154,0,0
C0000198,39,53,1,57.11,basic,west,1,-0.7049126320769091,0,0
C0000199,22,57,5,139.14,premium,north,0,-2.648602568994877,1,0
C0000200,29,5,3,41.17,plus,west,3,-0.6281516109546162,0,0
C0000201,71,28,3,145.05,plus,west,3,-0.0023272691017738006,0,0
C0000202,69,10,5,26.5,plus,west,3,1.3815348970998804,1,0
C0000203,69,43,1,34.66,premium,east,0,-3.0308610891143117,0,1
C0000204,53,60,2,109.8,plus,north,0,-1.395667204331188,0,1
C0000205,26,21,1,41.64,basic,east,0,0.7377317229943157,0,0
C0000206,37,70,5,72.05,plus,west,1,0.05867486523528698,1,0
C0000207,50,54,6,73.33,plus,west,0,0.15719675831604657,1,0
C0000208,79,46,3,35.32,basic,east,1,-0.6744538929458592,0,0
C0000209,34,9,6,18.98,plus,east,2,-0.5090218966905429,1,0
C0000210,52,1,9,152.49,premium,east,2,-1.102231835943986,1,1
C0000211,48,29,4,86.29,basic,north,1,-0.9083011826013684,0,0
C0000212,49,1,1,26.49,plus,west,1,0.4348651370678665,0,0
C0000213,52,63,4,58.62,plus,north,1,0.7154405531701351,0,0
C0000214,61,35,6,36.72,basic,north,2,-1.0038959905221752,1,0
C0000215,24,49,4,127.25,premium,south,2,-0.288021839327741,0,0
C0000216,78,1,7,31.32,basic,west,1,1.561104874298792,1,0
C0000217,71,37,1,32.87,basic,west,1,2.3309773078794307,0,0
C0000218,65,41,4,30.05,plus,south,0,-2.5836478964204406,0,0
C0000219,35,35,7,74.25,basic,north,0,0.439820336097771,1,0
C0000220,45,27,4,42.67,basic,north,0,0.5698571052849036,0,0
C0000221,45,9,3,88.28,basic,north,1,2.177801511403462,0,0
C0000222,37,46,4,50.14,plus,south,1,0.7585882556720556,0,0
C0000223,21,4,6,53.1,plus,south,0,0.8557271472815513,1,0
C0000224,64,71,4,66.44,premium,west,0,0.24795826852320554,0,0
C0000225,18,63,4,47.82,basic,east,1,-0.5007612844453196,1,0
C0000226,65,5,3,85.31,plus,west,2,-0.6708087997756297,0,0
C0000227,30,16,6,10.27,basic,north,3,0.4965303072991342,1,0
C0000228,57,3,6,90.17,premium,south,1,1.1560847534611172,1,1
C0000229,39,43,3,104.06,plus,south,0,-0.5705828865576973,0,0
C0000230,32,59,5,48.52,plus,east,2,0.915018438030387,1,0
C0000231,75,16,1,37.85,plus,east,1,0.4681482195152398,0,0
C0000232,47,47,4,16.71,basic,north,0,-0.6923663062137569,0,0
C0000233,73,68,5,14.04,plus,south,3,0.7890945755587768,1,0
C0000234,29,71,2,22.66,plus,east,1,-1.3059854019973547,0,0
C0000235,47,40,1,30.89,plus,west,0,0.7394944522986043,0,0
C0000236,39,9,4,13.73,basic,north,0,0.353187121416355,0,0
C0000237,46,20,5,9.87,plus,west,1,0.27722984487899904,0,0
C0000238,18,52,1,29.97,basic,south,1,-2.894261338430662,0,0
C0000239,59,45,2,99.56,basic,east,1,0.8975138325038736,0,0
C0000240,39,51,3,88.32,basic,east,0,-0.6502333106789112,0,0
C0000241,71,25,4,22.95,plus,south,0,-0.11400812784178833,0,0
C0000242,31,65,3,16.35,premium,east,1,-0.31098158693147776,0,1
C0000243,38,15,5,57.76,basic,north,1,0.28225372324981374,1,0
C0000244,20,35,3,93.88,basic,south,0,0.469271644601782,0,0
C0000245,67,10,6,17.18,basic,south,2,1.8690554285590641,1,0
C0000246,51,25,2,63.36,basic,south,1,1.0492113570994637,0,0
C0000247,42,23,5,240.3,plus,east,0,0.7444224647182132,1,0
C0000248,74,23,1,54.41,premium,north,0,1.3767508519527498,0,1
C0000249,54,70,6,48.51,basic,west,0,-0.18909721257738535,1,0
C0000250,77,63,4,60.09,premium,east,2,-1.0746602760654036,1,0
C0000251,63,34,1,78.21,premium,north,0,0.9683603104121177,0,1
C0000252,54,31,4,39.12,premium,east,0,0.7182703616386424,0,1
C0000253,49,30,6,35.67,basic,west,0,0.9544312325445627,1,0
C0000254,30,61,2,3.33,premium,west,0,-0.23459777084726444,0,0
C0000255,60,32,9,37.98,premium,west,1,-0.677021663467112,1,0
C0000256,67,20,3,52.58,plus,east,1,-1.0201481672348116,0,0
C0000257,61,6,4,12.36,plus,south,2,-0.6292394504622711,0,0
C0000258,43,54,3,52.65,basic,north,0,0.2281372150407138,0,0
C0000259,18,63,3,36.36,basic,north,2,2.018522453076195,0,0
C0000260,63,26,5,9.68,plus,east,0,-2.2383837519307246,1,0
C0000261,20,46,7,146.31,plus,west,2,-1.8975393338919424,1,0
C0000262,67,32,2,52.56,basic,east,2,-0.6292702682098096,0,0
C0000263,27,26,5,94.67,plus,north,1,-0.7500602411388442,1,0
C0000264,37,18,3,19.31,plus,west,1,-1.112037447522524,0,0
C0000265,31,30,7,143.17,plus,west,1,-0.840247537807889,0,1
C0000266,51,17,2,20.0,basic,west,4,0.33024637468840196,0,0
C0000267,30,62,4,86.95,premium,west,0,-0.05853066383553723,0,0
C0000268,34,23,5,100.99,basic,south,3,0.14850692613732372,1,0
C0000269,21,43,2,7.13,basic,north,1,0.5995717360305073,0,1
C0000270,78,42,6,24.74,plus,south,2,-0.6567917031993199,0,0
C0000271,31,24,5,21.89,premium,north,2,-0.9265908290708502,1,0
C0000272,29,33,5,27.31,basic,south,0,0.028710618402896404,1,0
C0000273,55,11,5,43.08,premium,east,1,0.11069999848765764,1,1
C0000274,26,26,2,46.09,plus,east,0,1.9694323934196185,0,0
C0000275,72,70,5,31.16,basic,west,0,-0.06691192208328633,1,0
C0000276,66,62,4,34.33,plus,west,2,-1.0263333990880132,0,0
C0000277,39,40,3,63.85,premium,north,3,1.2092430513912273,0,1
C0000278,42,31,1,164.56,plus,west,0,0.783286903857912,0,0
C0000279,40,49,7,20.68,basic,west,2,1.8593133955792827,0,0
C0000280,63,54,3,34.94,premium,west,1,0.2640810661374041,0,0
C0000281,43,30,5,48.12,premium,north,1,-1.02384086345608,1,1
C0000282,35,24,7,93.82,basic,west,2,-1.549087966825801,0,0
C0000283,60,27,5,104.31,basic,west,0,0.6434219063441393,1,0
C0000284,26,7,1,47.89,plus,north,1,0.3302398017890626,0,0
C0000285,66,17,8,45.29,basic,north,3,1.085902869073104,1,0
C0000286,44,33,3,93.37,plus,east,0,-0.2687842654468493,0,0
C0000287,76,36,1,32.63,basic,south,0,-0.7585584163486206,0,0
C0000288,34,34,1,32.44,basic,south,0,0.45462235885847524,0,0
C0000289,41,60,5,93.83,plus,south,1,0.20932968790169662,1,0
C0000290,72,3,3,177.25,plus,east,1,1.5164326670845534,0,0
C0000291,61,3,3,114.48,plus,west,0,0.8029947948386859,1,0
C0000292,20,7,5,37.21,basic,west,0,-0.016189747677772728,1,0
C0000293,39,40,4,32.78,premium,east,2,0.2177087013487906,0,0
C0000294,19,42,5,62.4,plus,south,0,-0.6704525450338589,1,0
C0000295,69,40,4,22.22,basic,west,0,1.1120950324154553,0,0
C0000296,43,20,3,307.21,basic,north,0,-0.29464880972566115,0,0
C0000297,32,12,3,92.96,plus,north,1,0.6853474233550885,0,0
C0000298,62,14,4,54.68,premium,north,0,1.6723275216871378,0,0
C0000299,72,4,1,77.13,basic,north,0,-0.24909130412151054,0,0
C0000300,24,9,4,47.1,basic,east,0,0.33277275109749876,0,0
C0000301,49,40,2,42.39,plus,west,2,-0.9442581180575481,0,0
C0000302,40,57,3,35.24,plus,west,0,0.6683734071053137,0,0
C0000303,62,31,4,68.55,basic,south,1,-0.41137521905351104,0,0
C0000304,75,40,3,43.32,plus,south,2,0.6452982198447502,0,0
C0000305,51,54,2,16.94,premium,west,0,0.38905337726899114,0,1
C0000306,64,9,4,70.07,basic,north,1,0.09034127605928172,0,0
C0000307,37,42,2,67.07,basic,west,1,-0.28728863312193054,0,0
C0000308,53,55,6,37.8,basic,south,2,0.22820530927791588,0,0
C0000309,48,28,2,28.05,plus,west,0,0.5231653550976003,0,0
C0000310,63,13,5,32.96,plus,south,0,1.7756434001515313,1,0
C0000311,21,44,3,9.38,basic,south,3,-1.1553805605847327,0,1
C0000312,32,2,3,55.43,plus,south,2,-0.2068414430836955,0,0
C0000313,20,45,3,97.07,plus,west,1,-1.141376231085465,0,0
C0000314,78,29,2,33.02,basic,south,1,1.3796174566247126,0,0
C0000315,50,21,9,81.99,plus,east,1,-0.4248732393937196,1,0
C0000316,48,60,3,39.74,plus,north,0,-0.46540187706461816,0,0
C0000317,47,18,3,51.29,basic,north,1,-0.21431001125054217,1,1
C0000318,20,48,1,38.86,basic,east,3,1.9746647510912336,0,0
C0000319,69,63,6,46.48,premium,north,0,1.5043044787534419,0,0
C0000320,70,46,2,51.43,premium,north,0,1.2434146039302687,1,0
C0000321,19,39,1,25.24,plus,north,1,0.9513188908560455,0,0
C0000322,56,11,2,46.9,basic,west,1,-0.29044813733145997,0,0
C0000323,52,21,4,40.37,basic,south,1,1.0088092956858117,0,0
C0000324,41,45,4,49.9,basic,west,4,1.4800347255863453,0,0
C0000325,48,63,9,41.05,plus,west,0,-0.9422439913479334,1,0
C0000326,72,50,3,84.87,basic,north,0,-1.4502606125714985,0,0
C0000327,55,27,3,23.6,basic,north,0,0.7248851836112938,0,0
C0000328,48,12,6,39.51,basic,north,1,0.17909571234087718,1,1
C0000329,63,12,3,36.88,premium,west,1,1.5965296892773306,0,1
C0000330,60,46,3,17.43,basic,east,0,-0.1169627476347683,0,0
C0000331,50,16,5,49.79,basic,east,1,-0.012959971563246894,1,0
C0000332,69,39,3,28.12,plus,west,0,1.085197475149764,0,0
C0000333,52,21,5,60.09,plus,east,1,-0.758302682488345,1,0
C0000334,56,19,6,92.81,premium,south,1,-1.3521969475172053,1,1
C0000335,48,53,6,123.39,basic,east,2,-0.7823223853844391,1,0
C0000336,54,17,4,59.77,basic,north,0,-0.34704761768605885,0,0
C0000337,56,20,3,12.0,basic,west,0,0.7221280240940291,0,0
C0000338,73,44,3,101.65,basic,north,0,-0.3322343115153899,0,0
C0000339,33,66,5,41.72,plus,south,0,-1.413327479334045,1,0
C0000340,40,55,4,28.67,basic,north,2,-0.03269541178407931,0,0
C0000341,52,9,6,204.13,plus,south,0,1.4057070993098526,1,0
C0000342,38,56,3,175.79,plus,south,2,0.9005226238294368,0,0
C0000343,59,30,7,33.67,premium,east,0,0.8174678363399183,1,0
C0000344,69,53,6,36.7,plus,south,1,0.05611563341317098,1,0
C0000345,29,51,6,32.03,basic,west,1,0.09162854782138334,0,0
C0000346,21,54,3,215.04,plus,east,2,0.022764150085926502,0,0
C0000347,79,70,4,12.83,basic,west,0,-0.6833791095172868,0,0
C0000348,49,22,2,55.1,basic,east,1,0.7832762317455219,1,0
C0000349,64,59,5,47.02,plus,south,1,0.897597653251697,1,0
C0000350,65,18,3,14.9,premium,north,0,0.18651011102280837,0,1
C0000351,77,26,4,52.01,basic,west,0,0.3734245145785656,0,0
C0000352,19,47,1,62.24,basic,north,1,1.6952280436838885,0,0
C0000353,36,23,5,73.63,basic,east,2,1.642382317712177,1,0
C0000354,78,44,4,20.71,premium,east,0,1.265574334332629,0,0
C0000355,45,2,10,64.73,plus,north,1,2.9305867570352038,1,1
C0000356,42,61,5,154.67,plus,north,1,0.5910797882593142,1,0
C0000357,34,13,5,61.68,premium,north,2,1.8891762437191943,0,0
C0000358,19,60,4,32.95,basic,north,1,1.1661815818517103,0,0
C0000359,20,8,8,54.37,basic,south,0,-0.8341478750000964,1,1
C0000360,78,9,6,47.09,plus,east,1,-0.7405348109451806,1,0
C0000361,19,48,5,46.07,basic,south,1,-0.058793313158867266,1,0
C0000362,26,6,2,93.66,premium,west,1,0.5066565605931713,0,0
C0000363,33,4,4,12.45,basic,west,1,-0.6464918834900668,0,0
C0000364,35,2,5,43.97,premium,north,1,0.5057239816954995,1,1
C0000365,71,4,1,74.87,plus,north,3,-0.26965192213552486,1,0
C0000366,38,36,5,137.17,plus,west,1,-0.613659122049585,0,0
C0000367,28,55,3,77.07,plus,east,0,-0.687111367389291,0,0
C0000368,42,29,1,135.8,basic,west,0,-0.4210220508659091,0,0
C0000369,60,4,5,120.46,premium,south,1,-1.139020842100684,1,1
C0000370,45,15,9,92.1,premium,south,2,-0.05299619020706998,1,0
C0000371,33,42,3,89.94,basic,west,1,0.36811737830601277,0,0
C0000372,25,55,7,73.58,plus,west,0,-0.14702029700289157,1,0
C0000373,22,4,3,58.73,basic,north,0,1.0128515098712145,0,0
C0000374,48,64,3,17.62,plus,west,1,-0.392422822917666,0,0
C0000375,29,32,4,31.45,basic,west,0,0.4613098252052221,0,0
C0000376,54,61,5,173.64,plus,west,0,0.6891602378352737,1,0
C0000377,60,71,4,59.81,plus,north,0,-0.5185005089110337,1,0
C0000378,41,38,9,57.89,basic,east,1,0.8655960029350461,1,1
C0000379,49,22,4,37.71,plus,north,1,-0.11850765900483606,0,0
C0000380,21,42,6,48.59,plus,east,2,-1.2878455533739832,1,1
C0000381,52,70,3,63.58,basic,north,2,0.4032723500682769,1,0
C0000382,29,46,3,28.55,basic,west,1,-0.9067706522278368,0,0
C0000383,46,43,5,37.74,basic,north,2,-0.6544309598981181,1,0
C0000384,24,32,1,165.71,premium,north,0,0.03137670416821119,1,0
C0000385,35,56,4,7.04,premium,north,1,-0.6875666598113354,0,0
C0000386,43,48,5,101.95,premium,west,0,0.9308204787872751,1,1
C0000387,48,20,7,49.77,basic,north,1,0.7035339044046579,1,0
C0000388,19,21,5,135.0,basic,north,1,0.2706095674265684,1,0
C0000389,75,40,5,182.61,plus,north,2,0.2535277137120093,0,0
C0000390,44,56,4,119.98,premium,south,1,1.5545360123642031,0,0
C0000391,30,26,5,50.87,plus,east,0,-1.919453014225902,1,0
C0000392,30,48,3,61.14,basic,north,0,0.04473499012711601,0,0
